district,racetype,incumbent,incumbent_party,incumbent_retiring,hete_democrat,hete_republican,democrat_1,democrat_1_probability,democrat_2,democrat_2_probability,democrat_3,democrat_3_probability,democrat_4,democrat_4_probability,democrat_5,democrat_5_probability,democrat_6,democrat_6_probability,republican_1,republican_1_probability,republican_2,republican_2_probability,republican_3,republican_3_probability,republican_4,republican_4_probability,republican_5,republican_5_probability,republican_6,republican_6_probability,independent_1,independent_2,independent_3,independent_4
MN_001,house,,R,,Democrat Richard Painter,Republican Jeremy Munson,A Democratic Candidate,0.5,Democrat Richard Painter,0.3,Democrat Jeff Ettinger,0.2,,,,,,,A Republican Candidate,0.2,Republican Jeremy Munson,0.4,Republican Jennifer Carnahan,0.1,Republican Brad Finstad,0.2,Republican Nels Pierson,0.1,,,,,,
MN_002,house,Democrat Angie Craig,D,,Democrat Angie Craig,Republican Tyler Kistner,A Democratic Candidate,0.2,Democrat Angie Craig,0.8,,,,,,,,,A Republican Candidate,0.5,Republican Tyler Kistner,0.25,Republican Eric Pratt,0.25,,,,,,,,,,
MN_003,house,Democrat Dean Phillips,D,,Democrat Dean Phillips,Republican Tom Weiler,A Democratic Candidate,0.2,Democrat Dean Phillips,0.8,,,,,,,,,A Republican Candidate,0.2,Republican Mark Blaxill,0.2,Republican Tom Weiler,0.6,,,,,,,,,,
MN_004,house,Democrat Betty McCollum,D,,Democrat Betty McCollum,Republican Mikki Murray,A Democratic Candidate,0.1,Democrat Betty McCollum,0.8,Democrat Amane Badhasso,0.1,,,,,,,A Republican Candidate,0.8,Republican Mikki Murray,0.2,,,,,,,,,,,,
MN_005,house,Democrat Ilhan Omar,D,,Democrat Ilhan Omar,Republican Cicely Davis,A Democratic Candidate,0.2,Democrat Ilhan Omar,0.7,Democrat Don Samuels,0.1,,,,,,,A Republican Candidate,0.8,Republican Cicely Davis,0.2,,,,,,,,,,,,
MN_006,house,Republican Tom Emmer,R,,Democrat Jeanne Hendricks,Republican Tom Emmer,A Democratic Candidate,0.8,Democrat Jeanne Hendricks,0.2,,,,,,,,,A Republican Candidate,0.2,Republican Tom Emmer,0.8,,,,,,,,,,,,
MN_007,house,Republican Michelle Fischbach,R,,Democrat Collin Peterson,Republican Michelle Fischbach,A Democratic Candidate,0.5,Democrat Collin Peterson,0.5,,,,,,,,,A Republican Candidate,0.2,Republican Michelle Fischbach,0.8,,,,,,,,,,,,
MN_008,house,Republican Pete Stauber,R,,Democrat Theresa Lastovich,Republican Pete Stauber,A Democratic Candidate,0.6,Democrat Theresa Lastovich,0.2,Democrat Jen Schultz,0.2,,,,,,,A Republican Candidate,0.2,Republican Pete Stauber,0.8,,,,,,,,,,,,
MO_001,house,Democrat Cori Bush,D,,Democrat Cori Bush,Republican Andrew Jones,A Democratic Candidate,0.2,Democrat Cori Bush,0.7,Democrat Steve Roberts,0.1,,,,,,,A Republican Candidate,0.8,Republican Andrew Jones,0.2,,,,,,,,,,,,
MO_002,house,Republican Ann Wagner,R,,Democrat Trish Gunby,Republican Ann Wagner,A Democratic Candidate,0.6,Democrat Trish Gunby,0.2,Democrat Ben Samuels,0.2,,,,,,,A Republican Candidate,0.2,Republican Ann Wagner,0.8,,,,,,,,,,,,
MO_003,house,Republican Blaine Luetkemeyer,R,,Democrat Josh Nicoloff,Republican Blaine Luetkemeyer,A Democratic Candidate,0.8,Democrat Josh Nicoloff,0.2,,,,,,,,,A Republican Candidate,0.2,Republican Blaine Luetkemeyer,0.8,,,,,,,,,,,,
MO_004,house,Republican Vicky Hartzler,R,1,Democrat JD Leathers,Republican Sandy Crawford,A Democratic Candidate,0.8,Democrat JD Leathers,0.2,,,,,,,,,A Republican Candidate,0.2,Republican Rick Brattin,0.1,Republican Sandy Crawford,0.2,Republican Sara Walsh,0.2,Republican Mark Alford,0.2,Republican Denny Hoskins,0.1,,,,
MO_005,house,Democrat Emanuel Cleaver,D,,Democrat Emanuel Cleaver,Republican Ryan Derks,A Democratic Candidate,0.2,Democrat Emanuel Cleaver,0.8,,,,,,,,,A Republican Candidate,1,Republican Ryan Derks,0,,,,,,,,,,,,
MO_006,house,Republican Sam Graves,R,,Democrat Henry Martin,Republican Sam Graves,A Democratic Candidate,0.8,Democrat Henry Martin,0.2,,,,,,,,,A Republican Candidate,0.2,Republican Sam Graves,0.8,,,,,,,,,,,,
MO_007,house,Republican Billy Long,R,1,Democrat Teresa Montseny,Republican Eric Burlison,A Democratic Candidate,1,Democrat Teresa Montseny,0,,,,,,,,,A Republican Candidate,0.2,Republican Eric Burlison,0.2,Republican Lincoln Hough,0.2,Republican Mike Moon,0.2,Republican Jay Wasson,0.1,Republican Alex Bryant,0.1,,,,
MO_008,house,Republican Jason Smith,R,,Democrat Kathy Ellis,Republican Jason Smith,A Democratic Candidate,1,Democrat Kathy Ellis,0,,,,,,,,,A Republican Candidate,0.2,Republican Jason Smith,0.8,,,,,,,,,,,,
MS_001,house,Republican Trent Kelly,R,,Democrat Hunter Avery,Republican Trent Kelly,A Democratic Candidate,0.8,Democrat Hunter Avery,0.2,,,,,,,,,A Republican Candidate,0.2,Republican Trent Kelly,0.8,,,,,,,,,,,,
MS_002,house,Democrat Bennie Thompson,D,,Democrat Bennie Thompson,Republican Brian Flowers,A Democratic Candidate,0.2,Democrat Bennie Thompson,0.8,,,,,,,,,A Republican Candidate,0.8,Republican Brian Flowers,0.2,,,,,,,,,,,,
MS_003,house,Republican Michael Guest,R,,Democrat Shuwaski Young,Republican Michael Guest,A Democratic Candidate,0.8,Democrat Shuwaski Young,0.2,,,,,,,,,A Republican Candidate,0.2,Republican Michael Guest,0.8,,,,,,,,,,,,
MS_004,house,Republican Steven Palazzo,R,,Democrat David Sellers,Republican Steven Palazzo,A Democratic Candidate,0.8,Democrat David Sellers,0.2,,,,,,,,,A Republican Candidate,0.1,Republican Steven Palazzo,0.4,Republican Brice Wiggins,0.1,Republican Mike Ezell,0.1,Republican Carl Boyanton,0.1,Republican Chris McDaniel,0.2,,,,
MT_001,house,,,,Democrat Cora Neumann,Republican Ryan Zinke,A Democratic Candidate,0.3,Democrat Cora Neumann,0.5,Democrat Monica Tranel,0.2,,,,,,,A Republican Candidate,0.2,Republican Ryan Zinke,0.6,Republican Al Olszewski,0.2,,,,,,,,,,
MT_002,house,Republican Matthew Rosendale,R,,Democrat Tom Winter,Republican Matthew Rosendale,A Democratic Candidate,0.8,Democrat Tom Winter,0.2,,,,,,,,,A Republican Candidate,0.2,Republican Matthew Rosendale,0.8,,,,,,,,,,,,
NC_001,house,Democrat G.K. Butterfield,D,1,Democrat Don Davis,Republican Sandy Smith,A Democratic Candidate,0,Democrat Don Davis,1,,,,,,,,,A Republican Candidate,0,Republican Sandy Smith,1,,,,,,,,,,,,
NC_002,house,Democrat Deborah Ross,D,,Democrat Deborah Ross,Republican Christine Villaverde,A Democratic Candidate,0,Democrat Deborah Ross,1,,,,,,,,,A Republican Candidate,0,Republican Christine Villaverde,1,,,,,,,,,,,,
NC_003,house,Republican Gregory Murphy,R,,Democrat Barbara Gaskins,Republican Gregory Murphy,A Democratic Candidate,0,Democrat Barbara Gaskins,1,,,,,,,,,A Republican Candidate,0,Republican Gregory Murphy,1,,,,,,,,,,,,
NC_004,house,Democrat David Price,D,1,Democrat Valerie Foushee,Republican Courtney Geels,A Democratic Candidate,0,Democrat Valerie Foushee,1,,,,,,,,,A Republican Candidate,0,Republican Courtney Geels,1,,,,,,,,,,,,
NC_005,house,Republican Virginia Foxx,R,,Democrat Kyle Parrish,Republican Virginia Foxx,A Democratic Candidate,0,Democrat Kyle Parrish,1,,,,,,,,,A Republican Candidate,0,Republican Virginia Foxx,1,,,,,,,,,,,,
NC_006,house,Democrat Kathy Manning,D,,Democrat Kathy Manning,Republican Christian Castelli,A Democratic Candidate,0,Democrat Kathy Manning,1,,,,,,,,,A Republican Candidate,0,Republican Christian Castelli,1,,,,,,,,,,,,
NC_007,house,Republican David Rouzer,R,,Democrat Charles Evans,Republican David Rouzer,A Democratic Candidate,0.7,Democrat Steve Miller,0.1,Democrat Charles Evans,0.2,,,,,,,A Republican Candidate,0,Republican David Rouzer,1,,,,,,,,,,,,
NC_008,house,Republican Dan Bishop,R,,Democrat Scott Huffman,Republican Dan Bishop,A Democratic Candidate,0,Democrat Scott Huffman,1,,,,,,,,,A Republican Candidate,0,Republican Dan Bishop,1,,,,,,,,,,,,
NC_009,house,Republican Richard Hudson,R,,Democrat Ben Clark,Republican Richard Hudson,A Democratic Candidate,0,Democrat Ben Clark,1,,,,,,,,,A Republican Candidate,0,Republican Richard Hudson,1,,,,,,,,,,,,
NC_010,house,Republican Patrick McHenry,R,,Democrat Pam Genant,Republican Patrick McHenry,A Democratic Candidate,0,Democrat Pam Genant,1,,,,,,,,,A Republican Candidate,0,Republican Patrick McHenry,1,,,,,,,,,,,,
NC_011,house,Republican Madison Cawthorn,R,,Democrat Jasmine Beach-Ferrara,Republican Chuck Edwards,A Democratic Candidate,0,Democrat Jasmine Beach-Ferrara,1,,,,,,,,,A Republican Candidate,0,Republican Chuck Edwards,1,,,,,,,,,,,,
NC_012,house,Democrat Alma Adams,D,,Democrat Alma Adams,Republican Tyler Lee,A Democratic Candidate,0,Democrat Alma Adams,1,,,,,,,,,A Republican Candidate,0,Republican Tyler Lee,1,,,,,,,,,,,,
NC_013,house,Republican Ted Budd,R,1,Democrat Wiley Nickel,Republican Bo Hines,A Democratic Candidate,0,Democrat Wiley Nickel,1,,,,,,,,,A Republican Candidate,0,Republican Bo Hines,1,,,,,,,,,,,,
NC_014,house,,,,Democrat Jeff Jackson,Republican Pat Harrigan,A Democratic Candidate,0,Democrat Jeff Jackson,1,,,,,,,,,A Republican Candidate,0,Republican Pat Harrigan,1,,,,,,,,,,,,
ND_001,house,Republican Kelly Armstrong,R,,Democrat Zach Raknerud,Republican Kelly Armstrong,A Democratic Candidate,1,Democrat Zach Raknerud,0,,,,,,,,,A Republican Candidate,0.2,Republican Kelly Armstrong,0.8,,,,,,,,,,,,
NE_001,house,,,1,Democrat Patty Pansing Brooks,Republican Mike Flood,A Democratic Candidate,0,Democrat Patty Pansing Brooks,1,,,,,,,,,A Republican Candidate,0,Republican Mike Flood,1,,,,,,,,,,,,
NE_002,house,Republican Don Bacon,R,,Democrat Tony Vargas,Republican Don Bacon,A Democratic Candidate,0,Democrat Tony Vargas,1,,,,,,,,,A Republican Candidate,0,Republican Don Bacon,1,,,,,,,,,,,,
NE_003,house,Republican Adrian Smith,R,,Democrat David Else,Republican Adrian Smith,A Democratic Candidate,0,Democrat David Else,1,,,,,,,,,A Republican Candidate,0,Republican Adrian Smith,1,,,,,,,,,,,,
NH_001,house,Democrat Chris Pappas,D,,Democrat Chris Pappas,Republican Matt Mowers,A Democratic Candidate,0.2,Democrat Chris Pappas,0.8,,,,,,,,,A Republican Candidate,0.3,Republican Matt Mowers,0.4,Republican Julian Acciard,0.1,Republican Karoline Leavitt,0.1,Republican Tim Baxter,0.1,Republican Gail Huff Brown,0.3,,,,
NH_002,house,Democrat Ann Kuster,D,,Democrat Ann Kuster,Republican Jeff Cozzens,A Democratic Candidate,0.2,Democrat Ann Kuster,0.8,,,,,,,,,A Republican Candidate,0.8,Republican Jeff Cozzens,0.2,,,,,,,,,,,,
NJ_001,house,Democrat Donald Norcross,D,,Democrat Donald Norcross,Republican Claire Gustafson,A Democratic Candidate,0,Democrat Donald Norcross,1,,,,,,,,,A Republican Candidate,0,Republican Claire Gustafson,1,,,,,,,,,,,,
NJ_002,house,Republican Jefferson Van Drew,R,,Democrat Tim Alexander,Republican Jefferson Van Drew,A Democratic Candidate,0.8,Democrat Tim Alexander,0.2,,,,,,,,,A Republican Candidate,0,Republican Jefferson Van Drew,1,,,,,,,,,,,,
NJ_003,house,Democrat Andy Kim,D,,Democrat Andy Kim,Republican Robert Healey,A Democratic Candidate,0,Democrat Andy Kim,1,,,,,,,,,A Republican Candidate,0.4,Republican Robert Healey,0.3,Republican Matthew Lotano,0.1,Republican Serena DiMaso,0.1,Republican Tricia Flanagan,0.1,,,,,,
NJ_004,house,Republican Chris Smith,R,,Democrat Matthew Jenkins,Republican Chris Smith,A Democratic Candidate,0,Democrat Matthew Jenkins,1,,,,,,,,,A Republican Candidate,0,Republican Chris Smith,1,,,,,,,,,,,,
NJ_005,house,Democrat Josh Gottheimer,D,,Democrat Josh Gottheimer,Republican Frank Pallotta,A Democratic Candidate,0,Democrat Josh Gottheimer,1,,,,,,,,,A Republican Candidate,0.5,Republican Frank Pallotta,0.4,Republican Nick DeGregorio,0.1,,,,,,,,,,
NJ_006,house,Democrat Frank Pallone,D,,Democrat Frank Pallone,Republican Sue Kiley,A Democratic Candidate,0,Democrat Frank Pallone,1,,,,,,,,,A Republican Candidate,0,Republican Sue Kiley,1,,,,,,,,,,,,
NJ_007,house,Democrat Tom Malinowski,D,,Democrat Tom Malinowski,Republican Tom Kean Jr,A Democratic Candidate,0,Democrat Tom Malinowski,1,,,,,,,,,A Republican Candidate,0,Republican Tom Kean Jr,1,,,,,,,,,,,,
NJ_008,house,Democrat Albio Sires,D,1,Democrat Robert Menendez Jr.,Republican Marcos Arroyo,A Democratic Candidate,0,Democrat Robert Menendez Jr.,1,,,,,,,,,A Republican Candidate,0,Republican Marcos Arroyo,1,,,,,,,,,,,,
NJ_009,house,Democrat Bill Pascrell,D,,Democrat Bill Pascrell,Republican William Prempeh,A Democratic Candidate,0,Democrat Bill Pascrell,1,,,,,,,,,A Republican Candidate,0,Republican William Prempeh,1,,,,,,,,,,,,
NJ_010,house,Democrat Donald Payne,D,,Democrat Donald Payne,Republican David Pinckney,A Democratic Candidate,0,Democrat Donald Payne,1,,,,,,,,,A Republican Candidate,0,Republican David Pinckney,1,,,,,,,,,,,,
NJ_011,house,Democrat Mikie Sherrill,D,,Democrat Mikie Sherrill,Republican Christine Myers,A Democratic Candidate,0,Democrat Mikie Sherrill,1,,,,,,,,,A Republican Candidate,0.3,Republican Christine Myers,0.2,Republican Tayfun Selen,0.2,Republican Larry Casha,0.1,,,,,,,,
NJ_012,house,Democrat Bonnie Watson Coleman,D,,Democrat Bonnie Watson Coleman,Republican Darius Mayfield,A Democratic Candidate,0,Democrat Bonnie Watson Coleman,1,,,,,,,,,A Republican Candidate,0,Republican Darius Mayfield,1,,,,,,,,,,,,
NM_001,house,Democrat Melanie Stansbury,D,,Democrat Melanie Stansbury,Republican Michelle Holmes,A Democratic Candidate,0,Democrat Melanie Stansbury,1,,,,,,,,,A Republican Candidate,0.8,Republican Michelle Holmes,0.2,,,,,,,,,Libertarian Chris Manning,Independent Aubrey Dunn Jr.,,
NM_002,house,Republican Yvette Herrell,R,,Democrat Gabe Vasquez,Republican Yvette Herrell,A Democratic Candidate,0,Democrat Gabe Vasquez,1,,,,,,,,,A Republican Candidate,0,Republican Yvette Herrell,1,,,,,,,,,,,,
NM_003,house,Democrat Teresa Leger Fernandez,D,,Democrat Teresa Leger Fernandez,Republican Alexis Johnson,A Democratic Candidate,0,Democrat Teresa Leger Fernandez,1,,,,,,,,,A Republican Candidate,0,Republican Alexis Johnson,1,,,,,,,,,,,,
NV_001,house,Democrat Dina Titus,D,,Democrat Dina Titus,Republican Cresent Hardy,A Democratic Candidate,0.2,Democrat Dina Titus,0.8,,,,,,,,,A Republican Candidate,0.4,Republican David Brog,0.2,Republican Cresent Hardy,0.4,,,,,,,,,,
NV_002,house,Republican Mark Amodei,R,,Democrat Aaron Sims,Republican Mark Amodei,A Democratic Candidate,0.8,Democrat Aaron Sims,0.2,,,,,,,,,A Republican Candidate,0.2,Republican Mark Amodei,0.7,Republican Danny Tarkanian,0.1,,,,,,,,,,
NV_003,house,Democrat Susie Lee,D,,Democrat Susie Lee,Republican April Becker,A Democratic Candidate,0.2,Democrat Susie Lee,0.8,,,,,,,,,A Republican Candidate,0.8,Republican April Becker,0.2,,,,,,,,,,,,
NV_004,house,Democrat Steven Horsford,D,,Democrat Steven Horsford,Republican Sam Peters,A Democratic Candidate,0.2,Democrat Steven Horsford,0.8,,,,,,,,,A Republican Candidate,0.5,Republican Sam Peters,0.3,Republican Annie Black,0.2,,,,,,,,,,
NY_001,house,Republican Lee Zeldin,R,1,Democrat Kara Hahn,Republican Nick LaLota,A Democratic Candidate,0.3,Democrat Bridget Fleming,0.1,Democrat Kara Hahn,0.3,Democrat Jackie Gordon,0.3,,,,,A Republican Candidate,0.7,Republican Nick LaLota,0.3,,,,,,,,,,,,
NY_002,house,Republican Andrew Garbarino,R,,Democrat Michael Sax,Republican Andrew Garbarino,A Democratic Candidate,0.8,Democrat Michael Sax,0.2,,,,,,,,,A Republican Candidate,0.2,Republican Andrew Garbarino,0.8,,,,,,,,,,,,
NY_003,house,Democrat Thomas Suozzi,D,1,Democrat Jon Kaiman,Republican George Santos,A Democratic Candidate,0.2,Democrat Jon Kaiman,0.2,Democrat Josh Lafazan,0.1,Democrat Melanie D'Arrigo,0.2,Democrat Alessandra Biaggi,0.2,Democrat Robert Zimmerman,0.1,A Republican Candidate,0.6,Republican George Santos,0.2,Republican Curtis Sliwa,0.2,,,,,,,,,,
NY_004,house,Democrat Kathleen Rice,D,1,Democrat Laura Curran,Republican Bill Staniford,A Democratic Candidate,0.2,Democrat Laura Curran,0.2,Democrat Laura Gillen,0.2,Democrat Carrié Solages,0.2,Democrat Siela Bynoe,0.2,,,A Republican Candidate,0.8,Republican Bill Staniford,0.2,,,,,,,,,,,,
NY_005,house,Democrat Gregory Meeks,D,,Democrat Gregory Meeks,Republican Amit Lal,A Democratic Candidate,0.2,Democrat Gregory Meeks,0.8,,,,,,,,,A Republican Candidate,0.8,Republican Amit Lal,0.2,,,,,,,,,,,,
NY_006,house,Democrat Grace Meng,D,,Democrat Grace Meng,Republican Jesus Gonzalez,A Democratic Candidate,0.2,Democrat Grace Meng,0.8,,,,,,,,,A Republican Candidate,0.8,Republican Jesus Gonzalez,0.2,,,,,,,,,,,,
NY_007,house,Democrat Nydia Velázquez,D,,Democrat Nydia Velázquez,Republican Brian Kelly,A Democratic Candidate,0.2,Democrat Nydia Velázquez,0.8,,,,,,,,,A Republican Candidate,1,Republican Brian Kelly,0,,,,,,,,,,,Independent Grace Smith,Independent John Jones
NY_008,house,Democrat Hakeem Jeffries,D,,Democrat Hakeem Jeffries,Republican Garfield Wallace,A Democratic Candidate,0.2,Democrat Hakeem Jeffries,0.8,,,,,,,,,A Republican Candidate,1,Republican Garfield Wallace,0,,,,,,,,,,,,
NY_009,house,Democrat Yvette Clarke,D,,Democrat Yvette Clarke,Republican Constantine Jean-Pierre,A Democratic Candidate,0.2,Democrat Yvette Clarke,0.8,,,,,,,,,A Republican Candidate,1,Republican Constantine Jean-Pierre,0,,,,,,,,,,,,
NY_010,house,Democrat Jerrold Nadler,D,,Democrat Jerrold Nadler,Republican Helen Jiang Qiu,A Democratic Candidate,0.2,Democrat Jerrold Nadler,0.8,,,,,,,,,A Republican Candidate,0.8,Republican Helen Jiang Qiu,0.2,,,,,,,,,,,,
NY_011,house,Republican Nicole Malliotakis,R,,Democrat Max Rose,Republican Nicole Malliotakis,A Democratic Candidate,0.29,Democrat Max Rose,0.7,Democrat Ramos DeBarros,0.01,,,,,,,A Republican Candidate,0.2,Republican Nicole Malliotakis,0.8,,,,,,,,,,,,
NY_012,house,Democrat Carolyn Maloney,D,,Democrat Carolyn Maloney,Republican Michael Zumbluskas,A Democratic Candidate,0.2,Democrat Carolyn Maloney,0.5,Democrat Suraj Patel,0.1,Democrat Rana Abdelhamid,0.1,Democrat Maya Contreras,0.1,,,A Republican Candidate,0.8,Republican Michael Zumbluskas,0.2,,,,,,,,,,,,
NY_013,house,Democrat Adriano Espaillat,D,,Democrat Adriano Espaillat,Republican Lovelynn Gwinn,A Democratic Candidate,0.2,Democrat Adriano Espaillat,0.8,,,,,,,,,A Republican Candidate,1,Republican Lovelynn Gwinn,0,,,,,,,,,,,,
NY_014,house,Democrat Alexandria Ocasio-Cortez,D,,Democrat Alexandria Ocasio-Cortez,Republican Tina Forte,A Democratic Candidate,0.2,Democrat Alexandria Ocasio-Cortez,0.8,,,,,,,,,A Republican Candidate,0.8,Republican Tina Forte,0.2,,,,,,,,,,,,
NY_015,house,Democrat Ritchie Torres,D,,Democrat Ritchie Torres,Republican Patrick Delices,A Democratic Candidate,0.2,Democrat Ritchie Torres,0.8,,,,,,,,,A Republican Candidate,1,Republican Patrick Delices,0,,,,,,,,,,,,
NY_016,house,Democrat Jamaal Bowman,D,,Democrat Jamaal Bowman,Republican Patrick Delices,A Democratic Candidate,0.2,Democrat Jamaal Bowman,0.7,Democrat Vedat Gashi,0.1,,,,,,,A Republican Candidate,0.8,Republican Patrick Delices,0.2,,,,,,,,,,,,
NY_017,house,Democrat Mondaire Jones,D,,Democrat Mondaire Jones,Republican Maureen McArdle Schulman,A Democratic Candidate,0.2,Democrat Mondaire Jones,0.8,,,,,,,,,A Republican Candidate,1,Republican Maureen McArdle Schulman,0,,,,,,,,,,,,
NY_018,house,Democrat Sean Maloney,D,,Democrat Sean Maloney,Republican Colin Schmitt,A Democratic Candidate,0.2,Democrat Sean Maloney,0.8,,,,,,,,,A Republican Candidate,0.6,Republican Colin Schmitt,0.4,,,,,,,,,,,,
NY_019,house,Democrat Antonio Delgado,D,,Democrat Antonio Delgado,Republican Marc Molinaro,A Democratic Candidate,0.2,Democrat Antonio Delgado,0.8,,,,,,,,,A Republican Candidate,0.6,Republican Marc Molinaro,0.4,,,,,,,,,,,,
NY_020,house,Democrat Paul Tonko,D,,Democrat Paul Tonko,Republican Elizabeth Joy,A Democratic Candidate,0.2,Democrat Paul Tonko,0.8,,,,,,,,,A Republican Candidate,0.8,Republican Elizabeth Joy,0.2,,,,,,,,,,,,
NY_021,house,Republican Elise Stefanik,R,,Democrat Matt Putorti,Republican Elise Stefanik,A Democratic Candidate,0.5,Democrat Matt Putorti,0.2,Democrat Matt Castelli,0.2,,,,,,,A Republican Candidate,0.2,Republican Elise Stefanik,0.8,,,,,,,,,,,,
NY_022,house,Republican John Katko,R,1,Democrat Francis Conole,Republican Tim Ko,A Democratic Candidate,0.4,Democrat Francis Conole,0.2,Democrat Josh Riley,0.2,Democrat Vanessa Fajans-Turner,0.2,,,,,A Republican Candidate,0.4,Republican Tim Ko,0.6,,,,,,,,,,,,
NY_023,house,Republican Claudia Tenney,R,,Democrat Anthony Brindisi,Republican Claudia Tenney,A Democratic Candidate,1,Democrat Anthony Brindisi,0,,,,,,,,,A Republican Candidate,0.2,Republican Claudia Tenney,0.8,,,,,,,,,,,,
NY_024,house,Republican Chris Jacobs,R,,Democrat Steven Holden,Republican Chris Jacobs,A Democratic Candidate,0.7,Democrat Steven Holden,0.1,Democrat Sarah Klee Hood,0.1,Democrat Chol Majok,0.1,,,,,A Republican Candidate,0.2,Republican Chris Jacobs,0.8,,,,,,,,,,,,
NY_025,house,Democrat Joseph Morelle,D,,Democrat Joseph Morelle,Republican La'Ron Singletary,A Democratic Candidate,0.2,Democrat Joseph Morelle,0.8,,,,,,,,,A Republican Candidate,0.8,Republican La'Ron Singletary,0.2,,,,,,,,,,,,
NY_026,house,Democrat Brian Higgins,D,,Democrat Brian Higgins,Republican Steven Sams,A Democratic Candidate,0.2,Democrat Brian Higgins,0.8,,,,,,,,,A Republican Candidate,0.8,Republican Steven Sams,0.2,,,,,,,,,,,,
OH_001,house,Republican Steve Chabot,R,,Democrat Greg Landsman,Republican Steve Chabot,A Democratic Candidate,0,Democrat Greg Landsman,1,,,,,,,,,A Republican Candidate,0,Republican Steve Chabot,1,,,,,,,,,,,,
OH_002,house,Republican Brad Wenstrup,R,,Democrat Samantha Meadows,Republican Brad Wenstrup,A Democratic Candidate,0,Democrat Samantha Meadows,1,,,,,,,,,A Republican Candidate,0,Republican Brad Wenstrup,1,,,,,,,,,,,,
OH_003,house,Democrat Joyce Beatty,D,,Democrat Joyce Beatty,Republican Lee Stahley,A Democratic Candidate,0,Democrat Joyce Beatty,1,,,,,,,,,A Republican Candidate,0,Republican Lee Stahley,1,,,,,,,,,,,,
OH_004,house,Republican Jim Jordan,R,,Democrat Tamie Wilson,Republican Jim Jordan,A Democratic Candidate,0,Democrat Tamie Wilson,1,,,,,,,,,A Republican Candidate,0,Republican Jim Jordan,1,,,,,,,,,,,,
OH_005,house,Republican Robert Latta,R,,Democrat Craig Swartz,Republican Robert Latta,A Democratic Candidate,0,Democrat Craig Swartz,1,,,,,,,,,A Republican Candidate,0,Republican Robert Latta,1,,,,,,,,,,,,
OH_006,house,Republican Bill Johnson,R,,Democrat Lou Lyras,Republican Bill Johnson,A Democratic Candidate,0,Democrat Lou Lyras,1,,,,,,,,,A Republican Candidate,0,Republican Bill Johnson,1,,,,,,,,,,,,
OH_007,house,Republican Bob Gibbs,R,1,Democrat Matthew Diemer,Republican Max Miller,A Democratic Candidate,0,Democrat Matthew Diemer,1,,,,,,,,,A Republican Candidate,0,Republican Max Miller,1,,,,,,,,,,,,
OH_008,house,Republican Warren Davidson,R,,Democrat Vanessa Enoch,Republican Warren Davidson,A Democratic Candidate,0,Democrat Vanessa Enoch,1,,,,,,,,,A Republican Candidate,0,Republican Warren Davidson,1,,,,,,,,,,,,
OH_009,house,Democrat Marcy Kaptur,D,,Democrat Marcy Kaptur,Republican J.R. Majewski,A Democratic Candidate,0,Democrat Marcy Kaptur,1,,,,,,,,,A Republican Candidate,0,Republican J.R. Majewski,1,,,,,,,,,,,,
OH_010,house,Republican Michael Turner,R,,Democrat David Esrati,Republican Michael Turner,A Democratic Candidate,0,Democrat David Esrati,1,,,,,,,,,A Republican Candidate,0,Republican Michael Turner,1,,,,,,,,,,,,
OH_011,house,Democrat Shontel Brown,D,,Democrat Shontel Brown,Republican Eric Brewer,A Democratic Candidate,0,Democrat Shontel Brown,1,,,,,,,,,A Republican Candidate,0,Republican Eric Brewer,1,,,,,,,,,,,,
OH_012,house,Republican Troy Balderson,R,,Democrat Amy Rippel-Elton,Republican Troy Balderson,A Democratic Candidate,0,Democrat Amy Rippel-Elton,1,,,,,,,,,A Republican Candidate,0,Republican Troy Balderson,1,,,,,,,,,,,,
OH_013,house,Democrat Tim Ryan,D,1,Democrat Emilia Sykes,Republican Madison Gilbert,A Democratic Candidate,0,Democrat Emilia Sykes,1,,,,,,,,,A Republican Candidate,0,Republican Madison Gilbert,1,,,,,,,,,,,,
OH_014,house,Republican David Joyce,R,,Democrat Matt Kilboy,Republican David Joyce,A Democratic Candidate,0,Democrat Matt Kilboy,1,,,,,,,,,A Republican Candidate,0,Republican David Joyce,1,,,,,,,,,,,,
OH_015,house,Republican Mike Carey,R,,Democrat Gary Josephson,Republican Mike Carey,A Democratic Candidate,0,Democrat Gary Josephson,1,,,,,,,,,A Republican Candidate,0,Republican Mike Carey,1,,,,,,,,,,,,
OK_001,house,Republican Kevin Hern,R,,Democrat Adam Martin,Republican Kevin Hern,A Democratic Candidate,1,Democrat Adam Martin,0.2,,,,,,,,,A Republican Candidate,0.1,Republican Kevin Hern,0.9,,,,,,,,,,,,
OK_002,house,Republican Markwayne Mullin,R,1,Democrat Danyell Lanier,Republican Charles McCall,A Democratic Candidate,1,Democrat Danyell Lanier,0,,,,,,,,,A Republican Candidate,0.1,Republican Charles McCall,0.2,Republican Marty Quinn,0.2,Republican Chris Schiller,0.2,Republican Johnny Teehee,0.2,Republican Avery Frix,0.1,,,,
OK_003,house,Republican Frank Lucas,R,,Democrat Zoe Midyett,Republican Frank Lucas,A Democratic Candidate,1,Democrat Zoe Midyett,0,,,,,,,,,A Republican Candidate,0.2,Republican Frank Lucas,0.8,,,,,,,,,,,,
